City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,aliwal north,-30.6937,26.7114,14.25,84,0,1.18,ZA,1702005040
284,penzance,50.1186,-5.5371,11.38,84,9,11.63,GB,1702005042
285,lauro de freitas,-12.8944,-38.3272,27.01,78,75,4.63,BR,1702005044
286,inhambane,-23.865,35.3833,23.42,83,100,3.69,MZ,1702005045
287,darhan,49.4867,105.9228,-17.81,94,100,1.0,MN,1702005046
288,princeville,45.7668,-61.2985,-0.32,89,100,8.75,CA,1702005047
289,selkirk,50.1436,-96.8845,3.99,74,100,1.79,CA,1702005049
290,angaur state,6.906,134.13,28.48,72,99,4.61,PW,1702005051
291,darwin,-12.4611,130.8418,35.03,67,20,3.09,AU,1702004563
292,ancud,-41.8697,-73.8203,9.15,90,0,1.5,CL,1702005038
293,hato mayor del rey,18.7628,-69.2568,22.66,93,1,3.64,DO,1702005056
294,onguday,50.75,86.15,-13.48,74,99,1.12,RU,1702005057
295,lerwick,60.1545,-1.1494,6.0,93,100,15.89,GB,1702005059
296,happy valley-goose bay,53.3168,-60.3315,-4.87,80,100,6.83,CA,1702005061
297,rio gallegos,-51.6226,-69.2181,9.4,72,95,6.63,AR,1702005063
298,xilin hot,43.9667,116.0333,-10.26,83,100,5.4,CN,1702005065
299,yangcun,39.3639,117.0603,8.99,26,36,2.05,CN,1702005068
300,bikenibeu village,1.3673,173.1241,26.98,89,100,2.06,KI,1702005024
301,amealco,20.1833,-100.15,7.04,87,98,1.96,MX,1702005073
302,lubang,13.8584,120.124,27.73,75,74,8.15,PH,1702005074
303,mana,5.6592,-53.7767,25.8,89,12,4.36,GF,1702005077
304,nuuk,64.1835,-51.7216,3.34,41,95,6.17,GL,1702005079
305,east london,-33.0153,27.9116,20.22,81,13,2.86,ZA,1702004979
306,cudillero,43.5622,-6.1459,10.51,82,75,5.66,ES,1702005083
307,jayapura,-2.5333,140.7,30.66,85,100,3.69,ID,1702005086
308,shenjiamen,29.9576,122.298,16.52,71,22,9.55,CN,1702004948
309,weleri,-6.9713,110.0666,30.94,73,80,1.01,ID,1702005090
310,la passe,45.5549,-0.8967,12.13,88,100,4.5,FR,1702005093
311,zhosaly,45.4878,64.0781,-4.24,42,100,7.32,KZ,1702005094
312,tangalle,6.024,80.7911,27.09,82,40,0.42,LK,1702005096
313,cidade velha,14.9167,-23.6167,23.26,83,20,5.66,CV,1702005098
314,mae hong son,19.3003,97.9685,26.69,78,44,0.63,TH,1702005101
315,maintirano,-18.0667,44.0167,26.0,82,15,1.54,MG,1702005103
316,rio pardo de minas,-15.6097,-42.5397,20.14,73,78,2.48,BR,1702005107
317,korla,41.7597,86.1469,2.03,52,98,4.37,CN,1702005063
318,santa terezinha,-29.9002,-50.0904,18.5,97,100,1.7,BR,1702005110
319,umuarama,-23.7664,-53.325,21.97,92,100,0.96,BR,1702005112
320,suwayr,30.1171,40.3893,13.52,59,0,3.52,SA,1702005114
321,gaiman,-43.2897,-65.4929,12.19,66,0,5.86,AR,1702005118
322,poco verde,-10.7083,-38.1833,21.72,96,68,2.42,BR,1702005121
323,shanhecun,44.7,127.2,3.74,82,85,8.32,CN,1702004947
324,tolanaro,-25.0319,46.9987,23.21,86,99,6.18,MG,1702005023
325,atafu village,-8.5421,-172.5159,28.8,73,82,1.6,TK,1702005030
326,inongo,-1.95,18.2667,21.69,96,100,1.25,CD,1702005127
327,saint-laurent-blangy,50.2945,2.807,5.29,95,100,4.54,FR,1702005129
328,crane,31.3974,-102.3501,16.23,52,0,6.36,US,1702005044
329,vernon,50.2581,-119.2691,4.23,87,100,0.97,CA,1702005071
330,kapa'a,22.0752,-159.319,26.18,79,75,3.6,US,1702005112
331,dumai,1.6833,101.45,30.19,66,89,1.47,ID,1702005021
332,hoek van holland,51.9775,4.1333,2.79,93,100,2.68,NL,1702005138
333,mufumbwe,-13.6833,24.8,17.1,95,83,1.65,ZM,1702005141
334,hrodna,53.6884,23.8258,-9.71,95,91,3.35,BY,1702005144
335,tidjikja,18.5564,-11.4271,20.37,16,93,5.77,MR,1702005148
336,yabelo,4.8833,38.0833,15.17,52,4,3.07,ET,1702005150
337,qamdo,31.1667,97.2333,-3.64,49,100,1.31,CN,1702005152
338,maragogi,-9.0122,-35.2225,24.7,83,99,2.9,BR,1702005155
339,torghay,49.6339,63.4981,-19.33,52,4,7.86,KZ,1702005160
340,kaduy,59.2,37.15,-20.6,100,100,1.61,RU,1702005162
341,utrik,11.2278,169.8474,27.59,76,68,9.99,MH,1702005044
342,khovd,48.0056,91.6419,-11.01,56,0,0.87,MN,1702005170
343,teknaf,20.8624,92.3058,24.81,91,85,2.51,BD,1702005172
344,fort bragg,35.139,-79.006,8.23,62,0,2.57,US,1702005092
345,hafar al-batin,28.4328,45.9708,12.32,58,0,0.0,SA,1702005176
346,deori khas,23.4,79.0167,17.4,82,0,1.98,IN,1702005180
347,aguas formosas,-17.0822,-40.9358,20.79,70,23,0.62,BR,1702005182
348,kerikeri,-35.2268,173.9474,22.73,57,0,0.45,NZ,1702005091
349,levuka,50.1834,-105.4011,0.62,96,100,6.58,CA,1702005062
350,itoman,26.1247,127.6694,24.21,53,20,5.66,JP,1702005190
351,lata,40.1629,-8.3327,12.67,91,97,2.07,PT,1702005192
352,howard springs,-12.497,131.047,33.26,67,98,1.01,AU,1702005194
353,glen innes,-29.7333,151.7333,34.94,19,4,1.43,AU,1702005196
354,dolores,-36.3132,-57.6792,11.13,86,0,3.09,AR,1702005198
355,murun-kuren,49.6342,100.1625,-16.28,59,92,6.44,MN,1702005200
356,aripuana,-9.1667,-60.6333,22.91,97,73,2.1,BR,1702005203
357,tonneins,44.3921,0.3124,12.46,95,100,4.48,FR,1702005205
358,mata-utu,-13.2816,-176.1745,28.48,78,99,6.21,WF,1702005038
359,loch garman,52.3342,-6.4575,10.5,96,60,6.26,IE,1702005209
360,brugnera,45.9044,12.5264,2.28,82,48,0.89,IT,1702005211
361,tallahassee,30.4383,-84.2807,7.96,90,75,0.0,US,1702004989
362,valga,57.7778,26.0473,-8.45,91,100,3.28,EE,1702005214
363,kertih,4.5141,103.4483,27.19,79,99,3.38,MY,1702005221
364,bardai,11.65,7.2333,18.83,22,64,3.58,NG,1702005223
365,znamenskoye,57.1281,73.8282,-31.97,95,24,2.09,RU,1702005224
366,waddan,29.1614,16.139,11.76,93,7,3.67,LY,1702005227
367,ingeniero guillermo n. juarez,-23.9,-61.85,22.97,84,89,3.41,AR,1702005218
368,taltal,-25.4,-70.4833,16.99,82,5,0.8,CL,1702005231
369,brokopondo,4.75,-55.1667,25.58,87,34,5.03,SR,1702005234
370,kimbe,-5.5502,150.1429,29.18,79,100,1.79,PG,1702005106
371,berberati,4.2612,15.7922,20.45,92,89,0.61,CF,1702005239
372,masterton,-40.9597,175.6575,15.1,69,100,2.26,NZ,1702005241
373,papao,-17.75,-149.55,26.82,80,100,8.05,PF,1702005114
374,zhanaozen,43.3,52.8,-0.27,65,76,6.56,KZ,1702005245
375,formosa do rio preto,-11.0483,-45.1931,22.27,43,97,0.81,BR,1702004963
376,sovetskaya gavan',48.9723,140.2878,-5.5,86,59,5.3,RU,1702005251
377,sola,-13.8833,167.55,27.26,79,100,6.63,VU,1702005141
378,santa marta,11.2408,-74.199,26.55,78,93,6.62,CO,1702005221
379,mindelo,16.8901,-24.9804,23.75,73,20,4.12,CV,1702005255
380,guarenas,10.4674,-66.6066,23.97,98,99,0.62,VE,1702005258
381,ljusdal,61.8288,16.0913,-5.96,98,98,1.3,SE,1702005259
382,isangel,-19.55,169.2667,26.69,62,100,6.63,VU,1702005261
383,colonel hill,22.7667,-74.2167,24.01,62,100,7.88,BS,1702005101
384,ola,59.5833,151.2833,-6.03,81,100,7.55,RU,1702005263
385,tome acu,-2.4189,-48.1522,24.5,86,63,1.03,BR,1702005265
386,kas,36.2018,29.6377,14.75,93,100,1.09,TR,1702005267
387,sao felix do xingu,-6.6447,-51.995,23.21,97,100,0.79,BR,1702005268
388,qusmuryn,52.4503,64.6311,-29.04,94,6,3.32,KZ,1702005269
389,pontes e lacerda,-15.2261,-59.3353,23.97,89,88,1.07,BR,1702005271
390,iskateley,67.6803,53.1512,-14.43,96,100,3.58,RU,1702005069
391,stornoway,58.2093,-6.3865,7.98,88,20,7.2,GB,1702005274
392,mont-laurier,46.5501,-75.4993,-8.21,98,60,0.57,CA,1702005276
393,pionerskiy,54.9508,20.2275,-4.03,83,67,6.33,RU,1702005278
394,hell-ville,-13.4,48.2667,26.81,77,92,1.86,MG,1702005281
395,hotan,37.0997,79.9269,7.49,11,100,0.82,CN,1702005283
396,bouna,9.2667,-3.0,24.66,33,82,0.37,CI,1702005286
397,suihua,46.6406,126.9969,-4.18,91,99,6.05,CN,1702005289
398,keflavik,64.0049,-22.5624,0.24,69,0,5.66,IS,1702005056
399,bolgar,54.95,49.0667,-24.76,97,33,2.9,RU,1702005292
400,dumas,35.8656,-101.9732,13.63,24,0,4.63,US,1702005295
401,luau,-10.7073,22.2247,17.91,97,100,1.2,AO,1702005235
402,saipan,15.1355,145.701,29.39,74,40,7.2,MP,1702005077
403,cadale,2.7603,46.3222,25.43,76,0,6.32,SO,1702005305
404,esik,43.3552,77.4525,-4.32,54,100,1.84,KZ,1702005309
405,midvagur,62.0511,-7.1939,6.46,81,100,9.77,FO,1702005310
406,monte alegre,-2.0078,-54.0692,24.82,89,73,1.77,BR,1702005106
407,lazaro cardenas,17.9583,-102.2,25.42,78,6,1.13,MX,1702005314
408,progreso,21.2833,-89.6667,23.06,78,100,4.88,MX,1702005317
409,fort mcmurray,56.7268,-111.381,-3.48,69,0,1.99,CA,1702005130
410,santa cruz,-17.8,-63.1667,22.81,92,99,3.61,BO,1702005303
411,sligo,54.2697,-8.4694,8.16,90,100,8.9,IE,1702005322
412,mildura,-34.2,142.15,41.63,12,74,13.7,AU,1702005323
413,cabo san lucas,22.8909,-109.9124,25.28,66,0,3.6,MX,1702005280
414,zakamensk,50.3741,103.2863,-20.9,87,99,1.09,RU,1702005328
415,laguna,38.421,-121.4238,11.27,93,100,0.0,US,1702005239
416,haimen,23.1935,116.6142,19.87,54,56,3.45,CN,1702005332
417,tual,-5.6667,132.75,28.89,70,98,0.91,ID,1702005021
418,horta,38.5333,-28.6333,19.45,95,100,11.18,PT,1702005336
419,salinopolis,-0.6136,-47.3561,27.22,80,40,4.72,BR,1702005279
420,santa cruz cabralia,-16.2781,-39.0247,25.13,83,20,2.06,BR,1702005341
421,lorengau,-2.0226,147.2712,27.46,83,100,5.48,PG,1702005343
422,bamboo flat,11.7,92.7167,28.05,83,40,0.51,IN,1702005344
423,uchiza,-8.4592,-76.4633,21.3,97,51,1.0,PE,1702005346
424,angra do heroismo,38.65,-27.2167,19.51,98,100,5.81,PT,1702005348
425,sake,-1.5736,29.045,16.42,93,17,0.42,CD,1702005349
426,kuching,1.55,110.3333,31.79,75,40,1.03,MY,1702004913
427,shenkursk,62.1091,42.896,-18.19,98,88,1.33,RU,1702005352
428,slave lake,55.2834,-114.769,-7.01,86,0,2.06,CA,1702005354
429,maceio,-9.6658,-35.7353,24.69,100,40,2.57,BR,1702005355
430,bojnurd,37.4747,57.329,6.48,50,30,1.4,IR,1702005357
431,chui,-33.6971,-53.4616,14.64,87,8,3.34,UY,1702005358
432,swakopmund,-22.6833,14.5333,16.1,89,5,0.45,NA,1702005266
433,puerto baquerizo moreno,-0.9,-89.6,23.96,90,6,5.13,EC,1702005145
434,namibe,-15.1961,12.1522,22.95,75,100,4.18,AO,1702005039
435,rio grande,-32.035,-52.0986,17.19,67,77,7.88,BR,1702005023
436,trapani,37.8333,12.6667,10.15,68,10,1.79,IT,1702005352
437,hithadhoo,-0.6,73.0833,27.98,75,95,4.74,MV,1702005070
438,sao joao da barra,-21.6403,-41.0511,23.5,87,2,1.83,BR,1702005183
439,altai,46.3722,96.2583,-13.88,60,0,0.77,MN,1702005372
440,shetpe,44.1667,52.1167,-1.59,76,90,6.37,KZ,1702005375
441,birjand,32.8663,59.2211,0.26,32,0,3.09,IR,1702005376
442,nurota,40.5614,65.6886,3.06,49,100,1.99,UZ,1702005378
443,saint-philippe,-21.3585,55.7679,24.77,91,96,2.07,RE,1702005176
444,gazli,40.1333,63.45,2.54,36,100,2.84,UZ,1702005045
445,vanino,49.0869,140.2543,-5.6,67,59,4.53,RU,1702005386
446,aykhal,66.0,111.5,-28.6,100,99,2.39,RU,1702005172
447,vilyuchinsk,52.9306,158.4028,-2.85,82,100,2.16,RU,1702005390
448,guerrero negro,27.9769,-114.0611,18.17,76,0,7.87,MX,1702005391
449,kailua-kona,19.6406,-155.9956,27.98,70,75,5.14,US,1702005393
450,clodomira,-27.5744,-64.1311,22.36,59,0,2.73,AR,1702005395
451,knjazevac,43.5648,22.2502,2.94,96,97,1.58,RS,1702005396
452,vilyuysk,63.7553,121.6247,-45.56,100,97,1.34,RU,1702005050
453,uturoa,-16.7333,-151.4333,27.04,78,61,3.47,PF,1702005220
454,rabo de peixe,37.8,-25.5833,18.73,99,75,7.72,PT,1702005402
455,shambu,9.5667,37.1,11.78,67,99,0.69,ET,1702005403
456,dali,25.7,100.1833,10.63,95,100,0.85,CN,1702005405
457,kiunga,-6.1219,141.2906,29.61,78,44,1.17,PG,1702005407
458,sant antoni de portmany,38.9807,1.3036,16.32,87,20,7.72,ES,1702005409
459,raduzhny,62.0961,77.475,-24.86,97,100,4.56,RU,1702005411
460,guarapari,-20.6667,-40.4975,25.5,84,5,5.99,BR,1702005414
461,inarajan village,13.2736,144.7484,31.54,79,100,8.15,GU,1702005415
462,sidi okba,34.7451,5.8983,11.16,58,0,1.03,DZ,1702005418
463,lensk,60.7253,114.9278,-39.25,97,84,1.63,RU,1702005420
464,porbandar,21.6422,69.6093,22.05,51,0,3.98,IN,1702005421
465,khorixas,-20.3667,14.9667,21.53,24,65,1.75,NA,1702005423
466,isiro,2.7739,27.616,18.76,98,56,0.68,CD,1702005133
467,warmbad,-28.45,18.7333,15.46,55,0,3.39,NA,1702005152
468,yeniseysk,58.4497,92.1703,-32.25,98,85,0.45,RU,1702005427
469,qarshi,38.8667,65.8,3.9,100,100,1.03,UZ,1702005429
470,shubarshi,48.5872,57.1869,-11.53,78,46,5.29,KZ,1702005430
471,quellon,-43.1167,-73.6167,8.87,92,2,2.93,CL,1702005432
472,kindu,-2.95,25.95,20.96,100,99,0.52,CD,1702005433
473,akobo,7.4344,3.9497,22.95,94,98,0.86,NG,1702005434
474,atbasar,51.8,68.3333,-30.86,93,6,3.22,KZ,1702005436
475,ampanihy,-24.7,44.75,21.98,72,23,3.89,MG,1702005437
476,muynoq,43.7683,59.0214,0.97,60,99,7.88,UZ,1702005438
477,latehar,23.75,84.5,16.95,88,100,0.76,IN,1702005439
478,oderzo,45.7882,12.5019,2.3,78,49,1.81,IT,1702005239
479,faya-largeau,17.9257,19.1043,19.59,21,63,3.77,TD,1702005443
480,jinghong,21.991,100.7341,23.44,91,98,0.96,CN,1702005201
481,barra do bugres,-15.0725,-57.1811,26.7,54,40,0.92,BR,1702005214
482,nouadhibou,20.931,-17.0347,20.99,64,1,7.2,MR,1702005106
483,vila velha,-20.3297,-40.2925,25.97,81,20,5.14,BR,1702005089
484,andorra,42.5,1.5,6.54,89,100,1.49,AD,1702005450
485,mansa,29.9833,75.3833,15.98,26,0,0.91,IN,1702005452
486,flying fish cove,-10.4217,105.6791,27.82,78,75,4.63,CX,1702005124
487,villamontes,-21.25,-63.5,21.65,96,100,1.7,BO,1702005456
488,sanctuary point,-35.1114,150.629,30.55,59,78,5.85,AU,1702005457
489,puerto madero,14.7208,-92.4215,25.11,100,0,0.0,MX,1702005459
490,vallenar,-28.5708,-70.7581,17.66,63,0,1.37,CL,1702005186
491,tocopilla,-22.092,-70.1979,18.95,72,37,1.88,CL,1702005464
492,khanpur,28.6453,70.6567,16.84,28,0,3.32,PK,1702005466
493,midelt,32.6852,-4.7451,11.87,44,100,5.21,MA,1702005467
494,harper,4.375,-7.7169,25.93,83,42,3.45,LR,1702005469
495,belozersk,60.0326,37.7957,-15.01,96,94,2.24,RU,1702005471
496,ukhta,63.5671,53.6835,-28.58,100,96,1.34,RU,1702005473
497,baie-comeau,49.2168,-68.1489,-10.18,85,0,2.57,CA,1702005475
498,tazovsky,67.4667,78.7,-27.31,93,6,5.82,RU,1702005029
499,nikolayevsk-on-amure,53.1406,140.73,-7.51,76,100,3.48,RU,1702005217
500,zhuanghe,39.7008,122.9911,10.18,86,88,1.77,CN,1702005272
501,hilo,19.7297,-155.09,24.85,80,75,3.6,US,1702005282
502,st. paul,44.9444,-93.0933,7.1,80,0,7.2,US,1702005486
503,awjilah,29.1081,21.2869,13.49,48,0,6.0,LY,1702005487
504,ulladulla,-35.35,150.4667,37.09,60,96,5.13,AU,1702005490
505,belmonte,-15.8631,-38.8828,24.41,85,1,3.19,BR,1702005493
506,qina,26.1642,32.7267,16.05,42,70,1.67,EG,1702005495
507,rodolfo sanchez taboada,31.7167,-116.5667,15.61,77,2,2.24,MX,1702005497
508,okhotsk,59.3833,143.3,-3.22,93,100,20.63,RU,1702005498
509,olavarria,-36.8927,-60.3225,14.72,84,20,3.85,AR,1702005499
510,north platte,41.1239,-100.7654,11.32,35,0,8.94,US,1702005501
511,yinchuan,38.4681,106.2731,7.31,19,0,1.01,CN,1702005504
512,kone,-21.0595,164.8658,28.45,51,100,4.08,NC,1702005505
513,lisala,2.15,21.5167,20.68,99,97,0.89,CD,1702005506
514,cooma,-36.2333,149.1333,25.97,44,100,1.88,AU,1702005508
515,jaunay-clan,46.6845,0.3713,11.29,48,100,3.09,FR,1702005509
516,merizo village,13.2658,144.6691,31.31,77,100,8.16,GU,1702005274
517,gizo,-8.103,156.8419,29.1,74,98,7.05,SB,1702005069
518,kachia,9.8667,7.95,20.02,21,82,2.81,NG,1702005515
519,pangody,65.85,74.4859,-20.4,94,100,6.42,RU,1702005517
520,galveston,29.3669,-94.9669,18.33,85,100,0.45,US,1702005520
521,nuku'alofa,-21.1333,-175.2,29.19,74,40,4.12,TO,1702005521
522,juneau,58.3019,-134.4197,3.0,97,100,3.09,US,1702005523
523,naze,28.3667,129.4833,17.57,58,0,2.53,JP,1702004976
524,nalut,30.3333,10.85,9.9,76,2,2.34,LY,1702005526
525,suoyarvi,62.0833,32.35,-17.48,100,99,1.64,RU,1702005527
526,siracusa,37.0881,15.2792,9.77,55,16,2.49,IT,1702005529
527,north battleford,52.7834,-108.2847,0.05,86,100,3.09,CA,1702005530
528,galle,6.0367,80.217,27.4,79,39,0.71,LK,1702005531
529,parauapebas,-6.0675,-49.9022,22.84,98,82,1.03,BR,1702005533
530,miracema do tocantins,-9.5618,-48.3967,26.98,62,97,1.47,BR,1702005534
531,la'ie,21.6477,-157.9253,27.25,67,19,0.89,US,1702005049
532,quesnel,52.9999,-122.5029,-2.72,93,100,0.0,CA,1702005537
533,sultanah,24.4926,39.5857,19.25,34,0,2.06,SA,1702005538
534,fort st. john,56.2499,-120.8529,-6.83,83,100,1.34,CA,1702005087
535,dhi as sufal,13.8345,44.1147,13.14,68,22,2.07,YE,1702005541
536,pacific grove,36.6177,-121.9166,12.06,90,100,0.89,US,1702005243
537,usinsk,65.9939,57.5281,-19.96,99,100,3.13,RU,1702005282
538,vegreville,53.5001,-112.0518,-6.83,93,80,2.57,CA,1702005547
539,carroll,39.5501,-77.0164,5.18,72,0,0.89,US,1702005277
540,brainerd,46.358,-94.2008,7.14,74,0,5.66,US,1702005551
541,jinxiang,27.4327,120.6062,18.05,56,1,1.34,CN,1702005552
542,praia da vitoria,38.7333,-27.0667,19.31,98,100,13.33,PT,1702005045
543,ad dawadimi,24.5077,44.3924,12.64,22,0,4.84,SA,1702005557
544,barguzin,53.6167,109.6167,-18.86,92,78,3.68,RU,1702005559
545,shuangjiang,26.1547,109.7138,18.79,43,41,3.83,CN,1702005560
546,pyin oo lwin,22.0333,96.4667,16.41,99,100,1.16,MM,1702005562
547,frederico westphalen,-27.3592,-53.3944,19.33,97,97,1.11,BR,1702005563
548,honefoss,60.168,10.2565,-5.16,96,87,2.05,NO,1702005564
549,ogoja,6.6547,8.7976,23.77,60,85,1.87,NG,1702005566
550,coquimbo,-29.9533,-71.3436,15.73,84,15,1.87,CL,1702004981
551,pasni,25.2631,63.471,21.54,47,0,2.56,PK,1702005569
552,banda aceh,5.5577,95.3222,28.25,76,99,3.78,ID,1702005571
553,tarko-sale,64.9225,77.785,-21.32,95,100,6.69,RU,1702005572
554,pipar,26.3856,73.5378,16.9,34,0,1.88,IN,1702005574
555,rovinj,45.08,13.64,1.9,71,7,1.64,HR,1702005577
556,antalaha,-14.9003,50.2788,24.46,86,94,2.37,MG,1702005578
557,san luis de la loma,17.2706,-100.8939,25.4,79,11,1.65,MX,1702005579
558,kristiansund,63.1115,7.732,-2.64,63,0,4.12,NO,1702005581
559,zhezqazghan,47.7833,67.7667,-16.68,78,40,7.0,KZ,1702005582
560,khilok,51.3674,110.4676,-23.46,79,97,6.01,RU,1702005583
561,altania,-23.8744,-53.9017,22.35,91,100,0.34,BR,1702005585
562,kirakira,-10.4544,161.9205,28.81,75,66,5.07,SB,1702005253
563,enewetak,11.3474,162.3373,27.81,78,91,8.59,MH,1702005043
564,yaren,-0.5472,166.916,25.93,88,100,4.7,NR,1702005174
565,bryne,58.7354,5.6477,2.21,70,100,6.69,NO,1702005589
566,urzhar,47.093,81.6294,-6.82,63,100,1.43,KZ,1702005591
567,richards bay,-28.783,32.0377,20.84,94,28,4.41,ZA,1702005170
